review_text,rating,category,subject_id,subject_name,sentiment_class,reputation_index
"Хороший выбор, работает идеально, хотя можно взять если нужно.",4,Доставка,SUBJ_0025,ГлобалМаркет,2,0.7588
Есть и плюсы и минусы. Неплохо но.,3,Одежда,SUBJ_0012,МегаМаркетХаб,1,-0.2324
"Соответствует цене, свежесть есть и плюсы и минусы.",5,Продукты питания,SUBJ_0001,ГлобалЛайн,2,0.3375
"Лучшее что покупал, срок годности нет нареканий.",4,Продукты питания,SUBJ_0012,МегаМаркетХаб,2,0.1376
Срок годности полностью доволен. Замечательно.,3,Продукты питания,SUBJ_0001,ГлобалЛайн,2,0.249
Свежесть качество на высоте. Понравилось.,5,Продукты питания,SUBJ_0038,ТехноМирПро,2,0.5173
Понравилось! очень приятно удивлён.,5,Ресторан,SUBJ_0024,СтандартМаркет,2,0.5442
"Понравилось, но низкое качество.",3,Электроника,SUBJ_0003,СтандартХаб,1,-0.0679
"Понравилось, полностью доволен, однако ничего выдающегося.",5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.8351
"Кошмар, удобство потерянная посылка.",1,Спорт и отдых,SUBJ_0030,ГлобалШоп,0,-0.2926
Разочарован. Однако полностью доволен.,2,Косметика,SUBJ_0044,ЭкспрессПро,1,-0.2871
Цвет стоит своих денег. Хороший выбор.,5,Одежда,SUBJ_0023,ГлобалГрупп,2,0.8845
"Замечательно, правда сломалось через неделю.",3,Продукты питания,SUBJ_0009,ТехноМирМаркет,1,-0.2294
Печать всё как в описании. Топ.,4,Книги,SUBJ_0009,ТехноМирМаркет,2,0.5679
"Худшая покупка, правда радует каждый день.",3,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,1,0.0851
"Замечательно, качество пошива стоит своих денег.",4,Одежда,SUBJ_0011,ГлобалТрейд,2,0.1684
За такие деньги норм. Соответствует цене.,4,Одежда,SUBJ_0049,ГлобалМаркет,1,0.2924
"Хороший выбор, работает идеально, правда ничего выдающегося.",5,Бытовая техника,SUBJ_0033,СуперСервисЛайн,2,0.4891
Неплохо но. Не впечатлило.,2,Одежда,SUBJ_0047,СуперСервисСток,0,-0.3714
"Качественный продукт. С другой стороны, деньги не вернули.",2,Бытовая техника,SUBJ_0044,ЭкспрессПро,1,-0.0155
"Замечательно, превзошло ожидания, но не впечатлило.",4,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.4165
"Замечательно, быстрая доставка, однако есть и плюсы и минусы.",3,Электроника,SUBJ_0034,ЛюксГрупп,2,0.2451
Качество пошива обман покупателей. Не рекомендую.,1,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.5436
"Деньги на ветер, переплёт потерянная посылка.",1,Книги,SUBJ_0040,МегаМаркетХаб,0,-0.5924
Средний уровень. Соответствует цене.,3,Косметика,SUBJ_0018,ГлобалПро,1,0.2065
"Лучшее что покупал, скорость полностью доволен.",4,Доставка,SUBJ_0048,ПремиумСток,2,0.0984
Очень доволен!  превзошло ожидания.,4,Одежда,SUBJ_0019,ГлобалГрупп,2,0.8454
"Плохой товар, упаковка быстро износилось.",1,Косметика,SUBJ_0032,ОптимаМаркет,0,-0.3276
Свежесть приятно удивлён. Хороший выбор.,4,Продукты питания,SUBJ_0025,ГлобалМаркет,2,0.5659
Ничего выдающегося. Пойдёт.,3,Косметика,SUBJ_0016,МегаМаркетСток,1,-0.0586
"Нормально, срок годности можно взять если нужно.",2,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,-0.1726
Деньги на ветер! весьма хамское обслуживание.,2,Электроника,SUBJ_0029,МаксимумГрупп,0,-0.708
"Не рекомендую. С другой стороны, работает идеально.",3,Книги,SUBJ_0020,ГлобалПро,1,-0.1789
Завтрак нет нареканий. Понравилось.,5,Отель,SUBJ_0030,ГлобалШоп,2,0.8718
Слегка потерянная посылка. Брак!,1,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.4401
"Качественный продукт, стоит своих денег, хотя бывает и лучше.",2,Одежда,SUBJ_0047,СуперСервисСток,1,0.118
Разочарован. Однако работает идеально.,3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,0.1857
"Обычный товар, цвет ничего выдающегося.",4,Одежда,SUBJ_0047,СуперСервисСток,2,0.1906
Цвет работает идеально. Очень доволен.,5,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.7218
"Нормально, дизайн средний уровень.",3,Электроника,SUBJ_0003,СтандартХаб,1,0.0095
"Не рекомендую, однако отличный сервис.",3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,-0.0523
Жалею что купил. Но всё как в описании.,3,Отель,SUBJ_0005,ГлобалСток,1,0.591
Не хуже других. Приемлемо.,3,Одежда,SUBJ_0047,СуперСервисСток,1,-0.3453
Нормально. За такие деньги норм.,2,Книги,SUBJ_0027,ГлобалТрейд,1,0.1804
"Полное разочарование, хамское обслуживание. Но без восторга.",4,Доставка,SUBJ_0014,ПремиумПлюс,1,0.3633
 не соответствует описанию. Ужасное качество!,1,Отель,SUBJ_0013,ЭкспрессТрейд,0,-0.3268
Так себе. Не впечатлило.,2,Бытовая техника,SUBJ_0020,ГлобалПро,1,0.4298
Дизайн превзошло ожидания. Понравилось.,3,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,-0.1917
"Прекрасная покупка, полностью доволен, однако средний уровень.",3,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.7149
"Брак, при этом всё как в описании.",4,Отель,SUBJ_0048,ПремиумСток,1,-0.0114
"Ужасное качество, сломалось через неделю. С другой стороны, можно взять если нужно.",4,Косметика,SUBJ_0032,ОптимаМаркет,1,-0.4799
"Жалею что купил, правда стоит своих денег.",3,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,1,-0.1724
Жалею что купил! немного хамское обслуживание.,1,Ресторан,SUBJ_0041,СтандартЦентр,0,-0.1391
